,xtr_0,xtr_1,ytr_0,xte_0,xte_1,yte_0,modelte_0,epi_0,loss
0,-1.0865154217052662,0.5136631055910351,0.12548420888288234,-2.0,-2.0,3.9455978889080496,2.2956154,0.5976317,47.04619079589844
1,-1.151740677745403,-0.16702257329147135,-0.05906133842703835,-1.8666666666666667,-2.0,4.009783989524304,2.1776829,0.6001681,44.516831726074216
2,-1.3254867239454595,0.27366592131527084,0.12581609457660953,-1.7333333333333334,-2.0,4.079332832518116,2.076339,0.60484546,42.27009854125976
3,-1.1076509123017846,0.5517579263180753,0.18202984992333618,-1.6,-2.0,4.123669780836485,1.9564093,0.60903305,40.267119995117184
4,-1.0352662967054225,0.10088902061816765,-0.16258763472626048,-1.4666666666666668,-2.0,4.118295027684226,1.8583721,0.6135385,38.54673651123047
5,-1.2913478931768512,0.4623591266072197,0.24052076074275008,-1.3333333333333335,-2.0,4.056122684590346,1.8246295,0.6267338,36.902393585205076
6,-1.054313487706052,-0.10195727215058654,-0.1504091104473233,-1.2,-2.0,3.95343075029588,1.7830043,0.63444996,35.76864868164063
7,-1.1555481147371234,0.3585293779278915,0.04473951545616077,-1.0666666666666667,-2.0,3.8475007390652407,1.7231047,0.6358272,34.292634887695314
8,-1.1241479280467792,-0.05452658687196197,-0.10645143131716221,-0.9333333333333333,-2.0,3.7859382320250368,1.6770056,0.61494994,33.23570718383789
9,-0.917577482040571,0.013349158819072551,-0.21609992472222175,-0.8,-2.0,3.810799376146819,1.6427401,0.5948323,32.25402731323242
10,-0.8381116204374774,-0.3480463436453323,-0.08573547136502413,-0.6666666666666667,-2.0,3.9428296111278542,1.6180371,0.5684238,31.286640670776368
11,-0.9289365690909276,0.28510801943457087,-0.13352007863854354,-0.5333333333333334,-2.0,4.171477235024047,1.6071687,0.5434091,30.36248043823242
12,-1.0966937211416663,0.28487566433886286,-0.049631447574082,-0.3999999999999999,-2.0,4.454648713538755,1.5806504,0.51208484,29.586860778808592
13,-1.1323377825183374,-0.03886130148106752,-0.10133055964939304,-0.2666666666666666,-2.0,4.728953426325307,1.5408233,0.47871268,28.843726913452148
14,-0.9249964106060145,-0.0847136489626758,-0.20821523264172226,-0.1333333333333333,-2.0,4.9275547053752575,1.5255262,0.45085075,28.046563095092772
15,-1.056109421859908,-0.21872233435962127,-0.1117829170431302,0.0,-2.0,4.0,1.5061604,0.41787,27.536774856567384
16,-1.1195301281201742,-0.21730308782657942,-0.06587806205513565,0.1333333333333333,-2.0,4.9275547038339536,1.5062109,0.3880117,26.8559522857666
17,-1.0017910447553127,-0.2122666644019734,-0.14587002402752855,0.2666666666666666,-2.0,4.728953425719662,1.4656813,0.3598086,26.378267791748048
18,-0.9668486140913916,-0.35332455549642827,-0.08048552022824405,0.3999999999999999,-2.0,4.454648713286927,1.4033204,0.30364013,25.79372657775879
19,-0.8950591084231774,0.5248755344973384,0.05829643235546755,0.5333333333333332,-2.0,4.171477234952812,1.387283,0.26372615,25.340051239013672
20,-1.1255296919363955,-0.060663728165919625,-0.10463956029161883,0.6666666666666665,-2.0,3.9428296111468546,1.3951207,0.22715743,24.63107083129883
21,-0.7606507749525815,-0.23627219809377975,-0.10572878602824536,0.7999999999999998,-2.0,3.8107993761992174,1.3649967,0.18820696,24.335020278930664
22,-1.0900847882551,0.01606682278915497,-0.13547297505740682,0.9333333333333331,-2.0,3.7859382320758512,1.3410826,0.1542572,23.764534942626952
23,-0.7029790701547866,0.060372777214414655,-0.10011145981387988,1.0666666666666664,-2.0,3.8475007390969163,1.3492125,0.09838752,23.34425703430176
24,-0.9127142991512919,0.03799759711018897,-0.2152608185558944,1.2000000000000002,-2.0,3.953430750304478,1.4122756,0.07705834,22.855287155151366
25,-1.0498156510254975,0.09492218970419079,-0.15471493095938388,1.3333333333333335,-2.0,4.0561226845810205,1.5124686,0.063329674,22.499983489990235
26,-1.049404521595263,-0.36129597739412467,-0.03345447836341789,1.4666666666666668,-2.0,4.118295027666357,1.6054411,0.052090004,22.128764724731447
27,-0.9170389527027552,-0.06605815675390607,-0.21196774461253912,1.6,-2.0,4.12366978081936,1.6990905,0.04868038,21.794923431396484
28,-0.8683222808666693,0.26530985069471485,-0.14428809056559075,1.7333333333333334,-2.0,4.079332832507975,1.8013684,0.04244285,21.262021224975587
29,-0.8748221360873625,0.09031064186787834,-0.20750552507435358,1.8666666666666667,-2.0,4.009783989523142,1.9251666,0.047396198,21.19536640930176
30,-0.8228176863003724,-0.23856157556907384,-0.1439333537525254,2.0,-2.0,3.9455978889140764,2.018669,0.051012374,20.820459884643554
31,-1.0421566930248507,0.1622026512342048,-0.14225442497969962,-2.0,-1.8666666666666667,3.4300423333524943,1.9127388,0.051334977,20.40526774597168
32,-1.0106874541486144,0.15448300213823896,-0.1626228331838144,-1.8666666666666667,-1.8666666666666667,3.4942284339687486,1.8048604,0.048628144,20.084567260742187
33,-0.7850654445893026,0.3578526331527675,-0.05178114060608108,-1.7333333333333334,-1.8666666666666667,3.5637772769625604,1.7060694,0.05571781,19.728664276123048
34,-1.1974944057451653,0.6911396282693241,0.4290019851122441,-1.6,-1.8666666666666667,3.60811422528093,1.604917,0.05739882,19.436077117919922
35,-1.0713422465133118,-0.45666888256507365,0.05929312801980513,-1.4666666666666668,-1.8666666666666667,3.6027394721286714,1.4881374,0.06679921,19.180313613891602
36,-0.8760910028827632,0.05060816495136898,-0.21326431202636817,-1.3333333333333335,-1.8666666666666667,3.5405671290347906,1.4307814,0.10151616,18.83195733642578
37,-1.2859824385265668,0.09981253424305533,0.032700173922407066,-1.2,-1.8666666666666667,3.4378751947403248,1.2873702,0.11793294,18.637846084594727
38,-0.8829067031123816,-0.09683021085886166,-0.2071740943463869,-1.0666666666666667,-1.8666666666666667,3.3319451835096854,1.1815999,0.16752812,18.158278213500978
39,-0.8922353454122804,0.07276234413651449,-0.21182588845639982,-0.9333333333333333,-1.8666666666666667,3.2703826764694814,1.1796874,0.16949938,18.219739196777343
40,-1.0283914783836634,-0.07030633186034686,-0.17186626031570768,-0.8,-1.8666666666666667,3.2952438205912635,1.1568065,0.16039635,17.958688339233397
41,-0.9420099399244656,0.05899589189721899,-0.20883088860443536,-0.6666666666666667,-1.8666666666666667,3.427274055572299,1.1534637,0.15791921,17.571553649902345
42,-0.9831696359059435,0.06270787749745259,-0.19529549379131753,-0.5333333333333334,-1.8666666666666667,3.6559216794684914,1.1517934,0.15554607,17.654141845703126
43,-0.9466044172724019,-0.21208203654492513,-0.16625773622564582,-0.3999999999999999,-1.8666666666666667,3.9390931579831996,1.1600438,0.15115584,17.134834442138672
44,-0.8402668538948799,0.03852326837895392,-0.20612360827198298,-0.2666666666666666,-1.8666666666666667,4.213397870769752,1.1754385,0.15560758,16.778048126220703
45,-0.9738149283233791,0.37913112279889716,-0.05912152494038844,-0.1333333333333333,-1.8666666666666667,4.411999149819702,1.132493,0.14920677,16.611520614624023
46,-1.0903301204921854,-0.11867552138673734,-0.12146520302934671,0.0,-1.8666666666666667,3.4844444444444447,1.1551019,0.14749329,16.270070037841798
47,-0.9890624626426605,0.13392067350643821,-0.17881638232687333,0.1333333333333333,-1.8666666666666667,4.411999148278398,1.1407124,0.14353795,16.306149780273437
48,-0.993834473378817,-0.1087360796625198,-0.18281891944738593,0.2666666666666666,-1.8666666666666667,4.213397870164107,1.1738015,0.14867307,15.808248260498047
49,-0.9012833630444189,-0.19606148181027108,-0.1787751821843888,0.3999999999999999,-1.8666666666666667,3.9390931577313717,1.1794025,0.13702403,15.972776527404784
50,-0.8268284596633713,-0.1413944671645912,-0.1825701106379531,0.5333333333333332,-1.8666666666666667,3.655921679397257,1.1396003,0.13615756,15.599178947448731
