,xtr_0,ytr_0,xte_0,yte_0,modelte_0,epi_0,loss,x_epi_0,y_epi_0
0,-0.331911981189704,-0.8637841226566749,-4.0,4.898587196589413e-16,-5.1251636,1.0,0.4975521285533905,-2.1003056,1.0
1,0.8812979737686324,0.3643301485761699,-3.959798994974874,0.1259597050677177,-5.0010905,1.0,0.36323875141143797,-0.058566045,1.0
2,-1.9995425007306205,0.00143727584886023,-3.919597989949749,0.2499129623703082,-4.877018,1.0,0.32069403505325317,-0.058566045,1.0
3,-0.7906697094726409,-0.6112432482426622,-3.879396984924623,0.369885285416548,-4.7529454,1.0,0.2924707431793213,-0.058566045,1.0
4,-1.4129764367315478,0.9628604421568734,-3.8391959798994977,0.483965601142838,-4.6288724,1.0,0.26337588226795194,-0.058566045,1.0
5,-1.6306456209248088,0.9169472121450983,-3.798994974874372,0.5903366919365289,-4.5048003,1.0,0.2711896171569824,1.0363733,1.0
6,-1.2549591544893164,0.7180369923514515,-3.758793969849246,0.6873041426091845,-4.3807282,1.0,0.25204394483566284,-0.058566045,1.0
7,-0.617757091827809,-0.9323473000806606,-3.7185929648241207,0.773323331215339,-4.256656,1.0,0.2453923740386963,-0.058566045,1.0
8,-0.41293010307732025,-0.9628211304223994,-3.678391959798995,0.8470240337722996,-4.1325827,1.0,0.24485977470874787,-0.058566045,1.0
9,0.15526693601342778,0.46867077922203887,-3.6381909547738696,0.9072322509454811,-4.0085106,1.0,0.24275509524345398,-0.058566045,1.0
10,-0.3232219423868208,-0.8497082354161505,-3.5979899497487438,0.9529889090158394,-3.8844378,1.0,0.23616513812541962,-2.6150808,1.0
11,0.740878001587038,0.7270776544375019,-3.557788944723618,0.98356513723637,-3.7603652,1.0,0.23543491184711457,-0.058566045,1.0
12,-1.1821910010739303,0.5416257614330172,-3.5175879396984926,0.9984738782203788,-3.6362927,1.0,0.24601152861118317,-0.058566045,1.0
13,1.5124697455637817,-0.9992327632594289,-3.477386934673367,0.9974776464163388,-3.5122201,1.0,0.2366340665817261,-0.058566045,1.0
14,-1.8904496272082953,0.33740854581936724,-3.4371859296482414,0.9805923110824042,-3.3880754,1.0,0.23891733038425444,-0.058566045,1.0
15,0.6818700407136089,0.8411654407218507,-3.3969849246231156,0.9480868435005093,-3.2636702,1.0,0.23388952589035034,-0.3925157,1.0
16,-0.3307807905314921,-0.8619880770982347,-3.35678391959799,0.9004790324567514,-3.1392386,1.0,0.23081475639343263,-0.058566045,1.0
17,0.23475931378300663,0.6724530579526788,-3.3165829145728645,0.8385272362373773,-3.014806,1.0,0.23565187621116637,-0.058566045,1.0
18,-1.438452245619065,0.9813645167112475,-3.2763819095477387,0.7632183025251686,-2.8903737,0.9999999,0.23281043791770936,-0.058566045,1.0
19,-1.2075940436604848,0.6069171883436136,-3.2361809045226133,0.6757518486236092,-2.7659423,0.99999976,0.23856351041793825,-0.058566045,1.0
20,1.2029782747021467,-0.5953290018101758,-3.1959798994974875,0.5775211524135879,-2.6415098,0.9999993,0.43316376090049746,-2.4336636,1.0
21,1.87304630287759,-0.38834670300501145,-3.1557788944723617,0.4700909584360025,-2.5170774,0.99999857,0.23771266579627992,-0.058566045,1.0
