,xte_0,xte_1,yte_0,modelte_0,epi_0
0,-2.0,-2.0,3.9455978889080496,-2.2756796,1.0
1,-1.8666666666666667,-2.0,4.009783989524304,-1.0040941,1.0
2,-1.7333333333333334,-2.0,4.079332832518116,0.2367926,1.0
3,-1.6,-2.0,4.123669780836485,1.4772074,1.0
4,-1.4666666666666668,-2.0,4.118295027684226,1.9513211,1.0
5,-1.3333333333333335,-2.0,4.056122684590346,2.266561,1.0
6,-1.2,-2.0,3.95343075029588,2.581801,1.0
7,-1.0666666666666667,-2.0,3.8475007390652407,2.9007292,1.0
8,-0.9333333333333333,-2.0,3.7859382320250368,3.227172,1.0
9,-0.8,-2.0,3.810799376146819,3.5536127,1.0
10,-0.6666666666666667,-2.0,3.9428296111278542,3.8652349,1.0
11,-0.5333333333333334,-2.0,4.171477235024047,4.037981,1.0
12,-0.3999999999999999,-2.0,4.454648713538755,4.1720924,1.0
13,-0.2666666666666666,-2.0,4.728953426325307,4.3260107,1.0
14,-0.1333333333333333,-2.0,4.9275547053752575,4.4799294,1.0
15,0.0,-2.0,4.0,4.633848,1.0
16,0.1333333333333333,-2.0,4.9275547038339536,4.787767,1.0
17,0.2666666666666666,-2.0,4.728953425719662,4.941686,1.0
18,0.3999999999999999,-2.0,4.454648713286927,5.0586867,1.0
19,0.5333333333333332,-2.0,4.171477234952812,5.097627,1.0
20,0.6666666666666665,-2.0,3.9428296111468546,5.075587,1.0
21,0.7999999999999998,-2.0,3.8107993761992174,5.0535464,1.0
22,0.9333333333333331,-2.0,3.7859382320758512,5.031506,1.0
23,1.0666666666666664,-2.0,3.8475007390969163,4.9901743,1.0
24,1.2000000000000002,-2.0,3.953430750304478,5.0180917,1.0
25,1.3333333333333335,-2.0,4.0561226845810205,4.966896,1.0
26,1.4666666666666668,-2.0,4.118295027666357,4.4966884,1.0
27,1.6,-2.0,4.12366978081936,3.9949203,1.0
28,1.7333333333333334,-2.0,4.079332832507975,3.4863322,1.0
