,xtr_0,xtr_1,ytr_0,xte_0,xte_1,yte_0,modelte_0,epi_0,loss
0,-1.0865154217052662,0.5136631055910351,0.12548420888288234,-2.0,-2.0,3.9455978889080496,3.0551007,0.46751058,0.026580821592360734
1,-1.151740677745403,-0.16702257329147135,-0.05906133842703835,-1.8666666666666667,-2.0,4.009783989524304,2.8263216,0.6547619,0.010342827677726745
2,-1.3254867239454595,0.27366592131527084,0.12581609457660953,-1.7333333333333334,-2.0,4.079332832518116,2.6191268,0.7410552,0.009658311311155557
3,-1.1076509123017846,0.5517579263180753,0.18202984992333618,-1.6,-2.0,4.123669780836485,2.7104053,0.53029716,0.0076856956779956815
4,-1.0352662967054225,0.10088902061816765,-0.16258763472626048,-1.4666666666666668,-2.0,4.118295027684226,2.592666,0.4934373,0.006706482719630003
5,-1.2913478931768512,0.4623591266072197,0.24052076074275008,-1.3333333333333335,-2.0,4.056122684590346,2.426704,0.6374758,0.0066748705804347995
6,-1.054313487706052,-0.10195727215058654,-0.1504091104473233,-1.2,-2.0,3.95343075029588,2.3352847,0.6272514,0.0063194619975984094
7,-1.1555481147371234,0.3585293779278915,0.04473951545616077,-1.0666666666666667,-2.0,3.8475007390652407,2.3549051,0.4418385,0.005158917605876922
8,-1.1241479280467792,-0.05452658687196197,-0.10645143131716221,-0.9333333333333333,-2.0,3.7859382320250368,2.2680767,0.6030736,0.005807402895763516
9,-0.917577482040571,0.013349158819072551,-0.21609992472222175,-0.8,-2.0,3.810799376146819,2.3233292,0.50151277,0.005339858217164874
10,-0.8381116204374774,-0.3480463436453323,-0.08573547136502413,-0.6666666666666667,-2.0,3.9428296111278542,2.3758597,0.36291844,0.004998327553272247
11,-0.9289365690909276,0.28510801943457087,-0.13352007863854354,-0.5333333333333334,-2.0,4.171477235024047,2.2989516,0.5332012,0.004575901117641478
12,-1.0966937211416663,0.28487566433886286,-0.049631447574082,-0.3999999999999999,-2.0,4.454648713538755,2.2779932,0.5904144,0.0052244177144020795
13,-1.1323377825183374,-0.03886130148106752,-0.10133055964939304,-0.2666666666666666,-2.0,4.728953426325307,2.3920255,0.5073794,0.005978432734264061
14,-0.9249964106060145,-0.0847136489626758,-0.20821523264172226,-0.1333333333333333,-2.0,4.9275547053752575,2.3940086,0.5040232,0.004333382900804281
15,-1.056109421859908,-0.21872233435962127,-0.1117829170431302,0.0,-2.0,4.0,2.378628,0.5494921,0.00413142288569361
16,-1.1195301281201742,-0.21730308782657942,-0.06587806205513565,0.1333333333333333,-2.0,4.9275547038339536,2.392603,0.37425184,0.004285759860649705
17,-1.0017910447553127,-0.2122666644019734,-0.14587002402752855,0.2666666666666666,-2.0,4.728953425719662,2.3452876,0.48979843,0.004301997639238835
18,-0.9668486140913916,-0.35332455549642827,-0.08048552022824405,0.3999999999999999,-2.0,4.454648713286927,2.200083,0.69592136,0.003343830032274127
19,-0.8950591084231774,0.5248755344973384,0.05829643235546755,0.5333333333333332,-2.0,4.171477234952812,2.3906841,0.42142704,0.004845830539241433
20,-1.1255296919363955,-0.060663728165919625,-0.10463956029161883,0.6666666666666665,-2.0,3.9428296111468546,2.3388858,0.49267593,0.003671598745509982
21,-0.7606507749525815,-0.23627219809377975,-0.10572878602824536,0.7999999999999998,-2.0,3.8107993761992174,2.343478,0.4410568,0.0036573728490620853
22,-1.0900847882551,0.01606682278915497,-0.13547297505740682,0.9333333333333331,-2.0,3.7859382320758512,2.2969484,0.65193135,0.004056261252611875
23,-0.7029790701547866,0.060372777214414655,-0.10011145981387988,1.0666666666666664,-2.0,3.8475007390969163,2.5120788,0.5258303,0.0043579385234043
24,-0.9127142991512919,0.03799759711018897,-0.2152608185558944,1.2000000000000002,-2.0,3.953430750304478,2.6944177,0.47322646,0.00421915344032459
25,-1.0498156510254975,0.09492218970419079,-0.15471493095938388,1.3333333333333335,-2.0,4.0561226845810205,2.5333016,0.8536198,0.0029342872127890588
26,-1.049404521595263,-0.36129597739412467,-0.03345447836341789,1.4666666666666668,-2.0,4.118295027666357,2.7967832,0.65489256,0.0038614927418529985
27,-0.9170389527027552,-0.06605815675390607,-0.21196774461253912,1.6,-2.0,4.12366978081936,2.976424,0.58597857,0.003645818669348955
28,-0.8683222808666693,0.26530985069471485,-0.14428809056559075,1.7333333333333334,-2.0,4.079332832507975,3.023821,0.68710214,0.0032959814928472044
29,-0.8748221360873625,0.09031064186787834,-0.20750552507435358,1.8666666666666667,-2.0,4.009783989523142,3.207188,0.64196485,0.0032802391648292543
30,-0.8228176863003724,-0.23856157556907384,-0.1439333537525254,2.0,-2.0,3.9455978889140764,3.4430473,0.43298185,0.0035253389682620762
31,-1.0421566930248507,0.1622026512342048,-0.14225442497969962,-2.0,-1.8666666666666667,3.4300423333524943,2.8077102,0.3852207,0.0045085288491100075
32,-1.0106874541486144,0.15448300213823896,-0.1626228331838144,-1.8666666666666667,-1.8666666666666667,3.4942284339687486,2.76112,0.4023154,0.003670785875990987
33,-0.7850654445893026,0.3578526331527675,-0.05178114060608108,-1.7333333333333334,-1.8666666666666667,3.5637772769625604,2.5925467,0.476206,0.003952354565495625
34,-1.1974944057451653,0.6911396282693241,0.4290019851122441,-1.6,-1.8666666666666667,3.60811422528093,2.555352,0.33971044,0.0032511743791401385
35,-1.0713422465133118,-0.45666888256507365,0.05929312801980513,-1.4666666666666668,-1.8666666666666667,3.6027394721286714,2.3275177,0.54202574,0.004034841652028263
36,-0.8760910028827632,0.05060816495136898,-0.21326431202636817,-1.3333333333333335,-1.8666666666666667,3.5405671290347906,2.3120072,0.39679363,0.002581567830173299
37,-1.2859824385265668,0.09981253424305533,0.032700173922407066,-1.2,-1.8666666666666667,3.4378751947403248,2.1133537,0.5697718,0.0032933014761656523
