,xtr_0,ytr_0,xte_0,yte_0,modelte_0,epi_0,loss
0,-0.331911981189704,-0.8637841226566749,-4.0,4.898587196589413e-16,-5.1094775,0.6624734,47.79216537475586
1,0.8812979737686324,0.3643301485761699,-3.959798994974874,0.1259597050677177,-4.9785633,0.6176898,47.130518493652346
2,-1.9995425007306205,0.00143727584886023,-3.919597989949749,0.2499129623703082,-4.8928022,0.5916052,46.519605255126955
3,-0.7906697094726409,-0.6112432482426622,-3.879396984924623,0.369885285416548,-4.774912,0.56550324,45.986696014404295
4,-1.4129764367315478,0.9628604421568734,-3.8391959798994977,0.483965601142838,-4.6643925,0.53002423,45.29436050415039
5,-1.6306456209248088,0.9169472121450983,-3.798994974874372,0.5903366919365289,-4.5125284,0.47842392,44.82576187133789
6,-1.2549591544893164,0.7180369923514515,-3.758793969849246,0.6873041426091845,-4.4807863,0.476679,44.24236328125
7,-0.617757091827809,-0.9323473000806606,-3.7185929648241207,0.773323331215339,-4.4030647,0.4795129,43.605799713134765
8,-0.41293010307732025,-0.9628211304223994,-3.678391959798995,0.8470240337722996,-4.21375,0.48170552,43.237562103271486
9,0.15526693601342778,0.46867077922203887,-3.6381909547738696,0.9072322509454811,-4.1407156,0.45640182,42.87198654174804
10,-0.3232219423868208,-0.8497082354161505,-3.5979899497487438,0.9529889090158394,-3.9997993,0.44192818,42.24035797119141
11,0.740878001587038,0.7270776544375019,-3.557788944723618,0.98356513723637,-3.8790421,0.40204877,41.628408203125
12,-1.1821910010739303,0.5416257614330172,-3.5175879396984926,0.9984738782203788,-3.7690575,0.3730738,41.28843994140625
13,1.5124697455637817,-0.9992327632594289,-3.477386934673367,0.9974776464163388,-3.742245,0.3974742,40.86339859008789
14,-1.8904496272082953,0.33740854581936724,-3.4371859296482414,0.9805923110824042,-3.61073,0.38543892,40.34873443603516
15,0.6818700407136089,0.8411654407218507,-3.3969849246231156,0.9480868435005093,-3.5360868,0.35763028,39.83108291625977
16,-0.3307807905314921,-0.8619880770982347,-3.35678391959799,0.9004790324567514,-3.3210485,0.39716822,39.668538360595704
17,0.23475931378300663,0.6724530579526788,-3.3165829145728645,0.8385272362373773,-3.264109,0.3395731,39.16190368652344
18,-1.438452245619065,0.9813645167112475,-3.2763819095477387,0.7632183025251686,-3.186788,0.34435186,38.867818908691405
19,-1.2075940436604848,0.6069171883436136,-3.2361809045226133,0.6757518486236092,-3.0497687,0.33064988,38.35764404296875
20,1.2029782747021467,-0.5953290018101758,-3.1959798994974875,0.5775211524135879,-2.9956403,0.3532466,38.15088958740235
21,1.87304630287759,-0.38834670300501145,-3.1557788944723617,0.4700909584360025,-2.8496902,0.32862234,37.79229049682617
22,-0.7463032873630286,-0.7152709423977898,-3.115577889447236,0.3551725526334265,-2.7691686,0.32347494,37.37128204345703
23,0.7692904626772563,0.6629822764945195,-3.0753768844221105,0.23459650279236882,-2.685775,0.28194848,37.14335403442383
24,1.5055566091841532,-0.9998476373821943,-3.035175879396985,0.11028349891127548,-2.5641062,0.31286636,36.80546188354492
25,1.5784266540153893,-0.9698005516348521,-2.9949748743718594,-0.015786242013636178,-2.3830628,0.300399,36.29641082763672
26,-1.6598231545208884,0.8765741957872941,-2.9547738693467336,-0.14160451942495228,-2.2874022,0.2972251,36.082949829101565
27,-1.8437808670684706,0.4713112131564806,-2.914572864321608,-0.265167138398679,-2.211438,0.26850674,35.72804260253906
28,-1.3206783217417244,0.8454678600850836,-2.8743718592964824,-0.3845058350320108,-2.070506,0.25761834,35.46465225219727
29,1.5125700137176525,-0.9992203766931069,-2.834170854271357,-0.4977196294756828,-2.0303535,0.25840464,35.32944839477539
30,-1.6066126646677996,0.9444321496241372,-2.7939698492462313,-0.603005107179614,-1.9062501,0.21508795,34.974759826660154
31,-0.31556949997979133,-0.8367883001418605,-2.7537688442211055,-0.698685145993307,-1.7966471,0.23087844,34.63951675415039
32,1.8315581206020077,-0.5048220188494258,-2.7135678391959797,-0.7832356315188906,-1.6961911,0.24165684,34.24789962768555
33,0.1326611398920683,0.40480655067714866,-2.6733668341708543,-0.8553097351604119,-1.5878857,0.2135613,34.18392013549805
34,0.7675084558018934,0.6671629787931398,-2.633165829145729,-0.9137593681374366,-1.5375507,0.23119265,33.906787414550784
35,-0.7379374759757482,-0.7333888919289772,-2.592964824120603,-0.9576534697159294,-1.3470558,0.16835307,33.44995986938476
36,0.7460037107263346,0.7159283440465635,-2.5527638190954773,-0.9862928383380029,-1.298529,0.17465736,33.30030639648437
37,1.3385026875894916,-0.8740308502452239,-2.5125628140703515,-0.9992212694012756,-1.2019349,0.17220764,33.22894622802735
38,-1.9268468906232328,0.22779960264857685,-2.472361809045226,-0.9962328222710067,-1.079653,0.15623026,33.20171798706055
39,1.0005772597798699,-0.00181351408959282,-2.4321608040201004,-0.9773751007667071,-0.96043235,0.17486359,32.77820526123047
40,1.9554443556259788,-0.13951903754202039,-2.391959798994975,-0.9429484948674373,-0.86729676,0.10231501,32.71656997680664
41,0.9926626175193576,0.023049025581458524,-2.351758793969849,-0.8935013957148741,-0.7601738,0.090411395,32.31353546142578
42,-0.8782240317423793,-0.37330636199039097,-2.3115577889447234,-0.8298214601357254,-0.6523452,0.12367061,32.10333770751953
43,1.157117313805954,-0.4737979960094085,-2.271356783919598,-0.7529230638333768,-0.5717717,0.089034215,31.802484283447267
44,-1.587095973689432,0.9627989966486372,-2.2311557788944723,-0.6640311431104307,-0.46382272,0.0824337,31.64497428894043
45,-0.20842589529637934,-0.6089921040581711,-2.190954773869347,-0.5645616825119184,-0.37251145,0.074481994,31.371021881103516
46,1.6343820123723822,-0.9122004993485274,-2.150753768844221,-0.4560991592070158,-0.2583385,0.066662565,31.314490661621093
47,-0.825543406505282,-0.5210422092476861,-2.1105527638190953,-0.34037130340411215,-0.17078865,0.056323368,30.940105056762697
48,-0.848898645654605,-0.45707066464585716,-2.07035175879397,-0.21922157684769095,-0.0465055,0.052119244,30.774026794433595
49,-1.4798857115268893,0.9980041192986524,-2.030150753768844,-0.09457980779484401,0.04368619,0.05060349,30.913964996337892
50,-1.9225321685188117,0.2409769798468252,-1.9899497487437188,0.031568549764810244,0.1202118,0.04638568,30.891516189575196
