,xtr_0,ytr_0,xte_0,yte_0,modelte_0,epi_0,loss,x_epi_0,y_epi_0
0,-1.5829779952974259,0.9662141511492748,-4.0,4.898587196589413e-16,4.365825,1.0,0.4928851833343506,0.9027377758358474,1.0
1,-1.279675506557842,0.7698630357936138,-3.959798994974874,0.1259597050677177,4.2778773,1.0,0.4450824372768402,-2.519141325780625,1.0
2,-1.9998856251826551,0.000359319078194409,-3.919597989949749,0.2499129623703082,4.189929,1.0,0.3876444833278656,-2.3912327444645216,1.0
3,-1.6976674273681602,0.8133025202658843,-3.879396984924623,0.369885285416548,4.101981,1.0,0.33015956783294675,-3.224928707065932,1.0
4,-1.8532441091828868,0.4448862350367828,-3.8391959798994977,0.483965601142838,4.0140324,1.0,0.2907062344551086,-0.2586553230424954,1.0
5,-1.9076614052312022,0.2860387063779303,-3.798994974874372,0.5903366919365289,3.9260852,1.0,0.280573157787323,-4.801691922947793,1.0
6,-1.8137397886223292,0.5523275271250853,-3.758793969849246,0.6873041426091845,3.8381352,1.0,0.2641348850727081,-1.8137397886223292,0.0
7,-1.6544392729569521,0.8845885523454862,-3.7185929648241207,0.773323331215339,3.7501922,1.0,0.2589820189476013,-2.4445410831635805,1.0
8,-1.60323252576933,0.9478693757128499,-3.678391959798995,0.8470240337722996,3.6622357,1.0,0.26333932518959047,-0.7914538940746696,1.0
9,-1.461183265996643,0.9925737516365071,-3.6381909547738696,0.9072322509454811,3.5750437,1.0,0.2481817102432251,-1.6612839311232315,1.0
10,-1.5808054855967053,0.9679507489980838,-3.5979899497487438,0.9529889090158394,3.4878502,1.0,0.24515149879455567,0.2375602034652147,1.0
11,-1.3147804996032404,0.8354285670633269,-3.557788944723618,0.98356513723637,3.4006598,1.0,0.25960669326782226,-5.152493664647394,1.0
12,-1.7955477502684825,0.5990432330954866,-3.5175879396984926,0.9984738782203788,3.313467,1.0,0.24789548265933992,-2.4932767148051598,1.0
13,-1.1218825636090546,0.3736170111812786,-3.477386934673367,0.9974776464163388,3.226276,1.0,0.24383691549301148,-2.587599289854776,1.0
14,-1.9726124068020738,0.08593454110720072,-3.4371859296482414,0.9805923110824042,3.1390848,1.0,0.24254173898696899,-0.26489216462542936,1.0
15,-1.3295324898215979,0.8599934562565188,-3.3969849246231156,0.9480868435005093,3.0518923,1.0,0.2534543841481209,-3.3808175325455867,1.0
16,-1.582695197632873,0.9664427555766607,-3.35678391959799,0.9004790324567514,2.9647002,1.0,0.23358316111564636,-1.5826951976328731,0.0
17,-1.4413101715542482,0.9830501940093126,-3.3165829145728645,0.8385272362373773,2.877509,1.0,0.2536745047569275,-3.041043388578865,1.0
18,-1.8596130614047661,0.4268788875939333,-3.2763819095477387,0.7632183025251686,2.7903166,1.0,0.23265773820877075,-1.6330682489441015,1.0
19,-1.8018985109151213,0.5829495673115249,-3.2361809045226133,0.6757518486236092,2.7031233,1.0,0.24454571813344955,-0.8057924598903853,1.0
20,-1.1992554313244632,0.5858912488544809,-3.1959798994974875,0.5775211524135879,2.6159325,1.0,0.21989509224891662,-3.5375081259434724,1.0
21,-1.0317384242806025,0.0995440657721476,-3.1557788944723617,0.4700909584360025,2.5287414,1.0,0.10498896598815918,-0.10148746752793104,1.0
22,-1.6865758218407572,0.833079143316727,-3.115577889447236,0.3551725526334265,2.4415483,1.0,0.06845529317855835,-0.47355089650872073,1.0
