,xte_0,xte_1,yte_0,modelte_0,epi_0
0,-2.0,-2.0,3.9455978889087944,-2.2264647,0.99999994
1,-1.8666666666666667,-2.0,4.00978398952416,-1.3826058,0.99999994
2,-1.7333333333333334,-2.0,4.0793328325168625,-0.5089635,0.99999994
3,-1.6,-2.0,4.123669780834369,0.5074921,0.99999994
4,-1.4666666666666668,-2.0,4.118295027682019,1.6374826,0.99999994
5,-1.3333333333333335,-2.0,4.056122684589194,2.4806547,0.99999994
6,-1.2,-2.0,3.9534307502969424,3.110045,0.99999994
7,-1.0666666666666667,-2.0,3.8475007390691545,3.7026498,0.99999994
8,-0.9333333333333333,-2.0,3.785938232031315,4.2352953,0.99999994
9,-0.8,-2.0,3.810799376153293,4.720208,0.99999994
10,-0.6666666666666667,-2.0,3.9428296111302017,5.1417828,0.99999994
11,-0.5333333333333334,-2.0,4.171477235015246,5.5205364,0.99999994
12,-0.3999999999999999,-2.0,4.45464871350764,5.899412,0.99999994
13,-0.2666666666666666,-2.0,4.728953426250477,6.2609763,0.99999994
14,-0.1333333333333333,-2.0,4.927554705184821,6.3953147,0.99999994
15,0.0,-2.0,4.0,6.306642,0.99999994
16,0.1333333333333333,-2.0,4.92755470402439,6.082615,0.99999994
17,0.2666666666666666,-2.0,4.728953425794493,5.8585877,0.99999994
18,0.3999999999999999,-2.0,4.454648713318042,5.634561,0.99999994
19,0.5333333333333332,-2.0,4.171477234961613,5.266482,0.99999994
20,0.6666666666666665,-2.0,3.942829611144507,4.8262873,0.99999994
21,0.7999999999999998,-2.0,3.8107993761927434,4.242183,0.99999994
22,0.9333333333333331,-2.0,3.7859382320695727,3.9793508,0.99999994
23,1.0666666666666664,-2.0,3.847500739093003,4.034841,0.99999994
24,1.2000000000000002,-2.0,3.953430750303416,4.19405,0.99999994
25,1.3333333333333335,-2.0,4.0561226845821725,4.136627,0.99999994
26,1.4666666666666668,-2.0,4.118295027668565,3.7742476,0.99999994
27,1.6,-2.0,4.123669780821476,3.4118667,0.99999994
28,1.7333333333333334,-2.0,4.079332832509228,3.0528445,0.99999994
29,1.8666666666666667,-2.0,4.009783989523286,2.697286,0.99999994
30,2.0,-2.0,3.9455978889133316,2.3608532,0.99999994
31,-2.0,-1.8666666666666667,3.430042333353239,-2.692925,0.99999994
32,-1.8666666666666667,-1.8666666666666667,3.494228433968605,-1.8601342,0.99999994
33,-1.7333333333333334,-1.8666666666666667,3.5637772769613076,-1.0079954,0.99999994
34,-1.6,-1.8666666666666667,3.608114225278814,-0.13453193,0.99999994
35,-1.4666666666666668,-1.8666666666666667,3.6027394721264634,0.9182101,0.99999994
36,-1.3333333333333335,-1.8666666666666667,3.5405671290336382,1.8849802,0.99999994
37,-1.2,-1.8666666666666667,3.437875194741387,2.53803,0.99999994
38,-1.0666666666666667,-1.8666666666666667,3.331945183513599,3.1302488,0.99999994
39,-0.9333333333333333,-1.8666666666666667,3.2703826764757595,3.6619499,0.99999994
40,-0.8,-1.8666666666666667,3.2952438205977375,4.1432004,0.99999994
41,-0.6666666666666667,-1.8666666666666667,3.4272740555746464,4.552753,0.99999994
42,-0.5333333333333334,-1.8666666666666667,3.65592167945969,4.9313407,0.99999994
43,-0.3999999999999999,-1.8666666666666667,3.939093157952085,5.3099275,0.99999994
44,-0.2666666666666666,-1.8666666666666667,4.213397870694921,5.688599,0.99999994
45,-0.1333333333333333,-1.8666666666666667,4.411999149629266,5.8529396,0.99999994
46,0.0,-1.8666666666666667,3.4844444444444447,5.7690063,0.99999994
47,0.1333333333333333,-1.8666666666666667,4.411999148468834,5.5779696,0.99999994
48,0.2666666666666666,-1.8666666666666667,4.213397870238937,5.353168,0.99999994
49,0.3999999999999999,-1.8666666666666667,3.9390931577624864,5.128368,0.99999994
50,0.5333333333333332,-1.8666666666666667,3.6559216794060583,4.772787,0.99999994
51,0.6666666666666665,-1.8666666666666667,3.427274055588952,4.3373904,0.99999994
52,0.7999999999999998,-1.8666666666666667,3.295243820637188,3.767274,0.99999994
53,0.9333333333333331,-1.8666666666666667,3.2703826765140174,3.6360612,0.99999994
54,1.0666666666666664,-1.8666666666666667,3.3319451835374476,3.6915526,0.99999994
55,1.2000000000000002,-1.8666666666666667,3.4378751947478605,3.7508578,0.99999994
56,1.3333333333333335,-1.8666666666666667,3.540567129026617,3.5309358,0.99999994
57,1.4666666666666668,-1.8666666666666667,3.6027394721130093,3.1685565,0.99999994
58,1.6,-1.8666666666666667,3.6081142252659206,2.8061767,0.99999994
59,1.7333333333333334,-1.8666666666666667,3.563777276953673,2.4427059,0.99999994
60,1.8666666666666667,-1.8666666666666667,3.4942284339677308,2.1144333,0.99999994
61,2.0,-1.8666666666666667,3.4300423333577763,1.8131156,0.99999994
62,-2.0,-1.7333333333333334,2.950042333353239,-2.9739134,0.99999994
63,-1.8666666666666667,-1.7333333333333334,3.014228433968605,-2.3266366,0.99999994
64,-1.7333333333333334,-1.7333333333333334,3.0837772769613077,-1.485447,0.99999994
65,-1.6,-1.7333333333333334,3.128114225278814,-0.6333819,0.99999994
66,-1.4666666666666668,-1.7333333333333334,3.1227394721264634,0.24007945,0.99999994
67,-1.3333333333333335,-1.7333333333333334,3.0605671290336383,1.2525655,0.99999994
68,-1.2,-1.7333333333333334,2.957875194741387,1.9661272,0.99999994
69,-1.0666666666666667,-1.7333333333333334,2.851945183513599,2.5582204,0.99999994
70,-0.9333333333333333,-1.7333333333333334,2.7903826764757595,3.0886204,0.99999994
71,-0.8,-1.7333333333333334,2.8152438205977375,3.5661995,0.99999994
72,-0.6666666666666667,-1.7333333333333334,2.9472740555746464,3.9637232,0.99999994
73,-0.5333333333333334,-1.7333333333333334,3.17592167945969,4.3423104,0.99999994
74,-0.3999999999999999,-1.7333333333333334,3.459093157952085,4.720898,0.99999994
75,-0.2666666666666666,-1.7333333333333334,3.7333978706949216,5.0994854,0.99999994
76,-0.1333333333333333,-1.7333333333333334,3.931999149629266,5.311082,0.99999994
77,0.0,-1.7333333333333334,3.0044444444444447,5.2266316,0.99999994
78,0.1333333333333333,-1.7333333333333334,3.931999148468834,5.0745835,0.99999994
79,0.2666666666666666,-1.7333333333333334,3.733397870238937,4.8497825,0.99999994
80,0.3999999999999999,-1.7333333333333334,3.4590931577624864,4.624914,0.99999994
81,0.5333333333333332,-1.7333333333333334,3.1759216794060583,4.281362,0.99999994
82,0.6666666666666665,-1.7333333333333334,2.947274055588952,3.8513074,0.99999994
83,0.7999999999999998,-1.7333333333333334,2.815243820637188,3.2943926,0.99999994
84,0.9333333333333331,-1.7333333333333334,2.7903826765140174,3.2935345,0.99999994
85,1.0666666666666664,-1.7333333333333334,2.8519451835374476,3.3485427,0.99999994
86,1.2000000000000002,-1.7333333333333334,2.9578751947478605,3.1965988,0.99999994
87,1.3333333333333335,-1.7333333333333334,3.060567129026617,2.9252448,0.99999994
88,1.4666666666666668,-1.7333333333333334,3.1227394721130093,2.5628648,0.99999994
89,1.6,-1.7333333333333334,3.1281142252659206,2.20532,0.99999994
90,1.7333333333333334,-1.7333333333333334,3.083777276953673,1.8734827,0.99999994
91,1.8666666666666667,-1.7333333333333334,3.0142284339677308,1.5763816,0.99999994
92,2.0,-1.7333333333333334,2.9500423333577763,1.2802454,0.99999994
93,-2.0,-1.6,2.505597888908795,-3.0765476,0.99999994
94,-1.8666666666666667,-1.6,2.569783989524161,-2.5721853,0.99999994
95,-1.7333333333333334,-1.6,2.6393328325168635,-1.9592485,0.99999994
96,-1.6,-1.6,2.6836697808343697,-1.109899,0.99999994
97,-1.4666666666666668,-1.6,2.678295027682019,-0.2587697,0.99999994
98,-1.3333333333333335,-1.6,2.616122684589194,0.6146949,0.99999994
99,-1.2,-1.6,2.513430750296943,1.393866,0.99999994
100,-1.0666666666666667,-1.6,2.407500739069155,1.9863063,0.99999994
101,-0.9333333333333333,-1.6,2.3459382320313154,2.515772,0.99999994
102,-0.8,-1.6,2.3707993761532933,2.9898715,0.99999994
103,-0.6666666666666667,-1.6,2.502829611130202,3.3754497,0.99999994
104,-0.5333333333333334,-1.6,2.731477235015246,3.7538447,0.99999994
105,-0.3999999999999999,-1.6,3.0146487135076407,4.132241,0.99999994
106,-0.2666666666666666,-1.6,3.2889534262504774,4.4941206,0.99999994
107,-0.1333333333333333,-1.6,3.487554705184822,4.729407,0.99999994
108,0.0,-1.6,2.5600000000000005,4.639131,0.99999994
109,0.1333333333333333,-1.6,3.48755470402439,4.519956,0.99999994
110,0.2666666666666666,-1.6,3.2889534257944932,4.2898602,0.99999994
111,0.3999999999999999,-1.6,3.014648713318042,4.0571775,0.99999994
112,0.5333333333333332,-1.6,2.731477234961614,3.7271764,0.99999994
113,0.6666666666666665,-1.6,2.5028296111445076,3.304559,0.99999994
114,0.7999999999999998,-1.6,2.370799376192744,2.8497648,0.99999994
115,0.9333333333333331,-1.6,2.345938232069573,2.927319,0.99999994
116,1.0666666666666664,-1.6,2.4075007390930034,2.806423,0.99999994
117,1.2000000000000002,-1.6,2.5134307503034163,2.6441388,0.99999994
118,1.3333333333333335,-1.6,2.616122684582173,2.321196,0.99999994
119,1.4666666666666668,-1.6,2.678295027668565,1.9720644,0.99999994
120,1.6,-1.6,2.6836697808214764,1.6493982,0.99999994
121,1.7333333333333334,-1.6,2.6393328325092287,1.3430644,0.99999994
122,1.8666666666666667,-1.6,2.5697839895232866,1.0435116,0.99999994
123,2.0,-1.6,2.505597888913332,0.7473735,0.99999994
124,-2.0,-1.4666666666666668,2.096709000019906,-3.3115492,0.99999994
125,-1.8666666666666667,-1.4666666666666668,2.160895100635272,-2.7021158,0.99999994
126,-1.7333333333333334,-1.4666666666666668,2.2304439436279746,-2.1703112,0.99999994
127,-1.6,-1.4666666666666668,2.274780891945481,-1.5836979,0.99999994
128,-1.4666666666666668,-1.4666666666666668,2.2694061387931304,-0.73434323,0.99999994
129,-1.3333333333333335,-1.4666666666666668,2.207233795700305,0.11585526,0.99999994
130,-1.2,-1.4666666666666668,2.104541861408054,0.82140654,0.99999994
131,-1.0666666666666667,-1.4666666666666668,1.998611850180266,1.4143924,0.99999994
132,-0.9333333333333333,-1.4666666666666668,1.9370493431424267,1.9429238,0.99999994
133,-0.8,-1.4666666666666668,1.9619104872644044,2.4088352,0.99999994
134,-0.6666666666666667,-1.4666666666666668,2.0939407222413133,2.7814353,0.99999994
135,-0.5333333333333334,-1.4666666666666668,2.322588346126357,3.131168,0.99999994
136,-0.3999999999999999,-1.4666666666666668,2.605759824618752,3.4809003,0.99999994
137,-0.2666666666666666,-1.4666666666666668,2.8800645373615885,3.8306327,0.99999994
138,-0.1333333333333333,-1.4666666666666668,3.078665816295933,4.0953474,0.99999994
139,0.0,-1.4666666666666668,2.1511111111111116,4.018819,0.99999994
140,0.1333333333333333,-1.4666666666666668,3.0786658151355013,3.9288137,0.99999994
141,0.2666666666666666,-1.4666666666666668,2.8800645369056044,3.7059045,0.99999994
142,0.3999999999999999,-1.4666666666666668,2.6057598244291533,3.473175,0.99999994
143,0.5333333333333332,-1.4666666666666668,2.3225883460727252,3.1571684,0.99999994
144,0.6666666666666665,-1.4666666666666668,2.093940722255619,2.740275,0.99999994
145,0.7999999999999998,-1.4666666666666668,1.9619104873038549,2.4273114,0.99999994
146,0.9333333333333331,-1.4666666666666668,1.9370493431806846,2.370389,0.99999994
147,1.0666666666666664,-1.4666666666666668,1.9986118502041144,2.1719124,0.99999994
148,1.2000000000000002,-1.4666666666666668,2.1045418614145275,2.0522215,0.99999994
149,1.3333333333333335,-1.4666666666666668,2.207233795693284,1.7405708,0.99999994
150,1.4666666666666668,-1.4666666666666668,2.2694061387796762,1.4275932,0.99999994
151,1.6,-1.4666666666666668,2.2747808919325876,1.1212598,0.99999994
152,1.7333333333333334,-1.4666666666666668,2.23044394362034,0.8149264,0.99999994
153,1.8666666666666667,-1.4666666666666668,2.1608951006343977,0.51259357,0.99999994
154,2.0,-1.4666666666666668,2.0967090000244433,0.21594074,0.99999994
155,-2.0,-1.3333333333333335,1.7233756666865725,-3.483635,0.99999994
156,-1.8666666666666667,-1.3333333333333335,1.7875617673019384,-2.86344,0.99999994
157,-1.7333333333333334,-1.3333333333333335,1.8571106102946409,-2.2770915,0.99999994
158,-1.6,-1.3333333333333335,1.9014475586121475,-1.7457945,0.99999994
159,-1.4666666666666668,-1.3333333333333335,1.8960728054597968,-1.2081344,0.99999994
160,-1.3333333333333335,-1.3333333333333335,1.833900462366972,-0.35877997,0.99999994
161,-1.2,-1.3333333333333335,1.7312085280747205,0.41731292,0.99999994
162,-1.0666666666666667,-1.3333333333333335,1.6252785168469326,0.842479,0.99999994
163,-0.9333333333333333,-1.3333333333333335,1.5637160098090932,1.370076,0.99999994
164,-0.8,-1.3333333333333335,1.588577153931071,1.7682155,0.99999994
165,-0.6666666666666667,-1.3333333333333335,1.72060738890798,2.1179476,0.99999994
166,-0.5333333333333334,-1.3333333333333335,1.9492550127930235,2.46768,0.99999994
167,-0.3999999999999999,-1.3333333333333335,2.2324264912854184,2.8174124,0.99999994
168,-0.2666666666666666,-1.3333333333333335,2.506731204028255,3.166819,0.99999994
169,-0.1333333333333333,-1.3333333333333335,2.7053324829625995,3.4513297,0.99999994
170,0.0,-1.3333333333333335,1.7777777777777781,3.3939292,0.99999994
171,0.1333333333333333,-1.3333333333333335,2.7053324818021673,3.3007183,0.99999994
172,0.2666666666666666,-1.3333333333333335,2.5067312035722704,3.1163285,0.99999994
173,0.3999999999999999,-1.3333333333333335,2.23242649109582,2.8835313,0.99999994
174,0.5333333333333332,-1.3333333333333335,1.9492550127393917,2.5826144,0.99999994
