,xtr_0,ytr_0,xte_0,yte_0,modelte_0,epi_0,loss
0,-0.331911981189704,-0.8637841226566749,-4.0,4.898587196589413e-16,-2.4289997,0.7040374,0.40722848653793337
1,0.8812979737686324,0.3643301485761699,-3.959798994974874,0.1259597050677177,-2.3761065,0.5331456,0.36693005204200746
2,-1.9995425007306205,0.00143727584886023,-3.919597989949749,0.2499129623703082,-2.1432252,1.0,0.2904982614517212
3,-0.7906697094726409,-0.6112432482426622,-3.879396984924623,0.369885285416548,-2.1522138,0.984548,0.26867187321186065
4,-1.4129764367315478,0.9628604421568734,-3.8391959798994977,0.483965601142838,-2.131551,0.8456242,0.22761306881904603
5,-1.6306456209248088,0.9169472121450983,-3.798994974874372,0.5903366919365289,-2.060956,0.819912,0.19119864225387573
6,-1.2549591544893164,0.7180369923514515,-3.758793969849246,0.6873041426091845,-1.9854169,0.81000996,0.16183945298194885
7,-0.617757091827809,-0.9323473000806606,-3.7185929648241207,0.773323331215339,-2.0153244,0.6813643,0.1687658041715622
8,-0.41293010307732025,-0.9628211304223994,-3.678391959798995,0.8470240337722996,-1.9373873,0.7651856,0.17362579345703125
9,0.15526693601342778,0.46867077922203887,-3.6381909547738696,0.9072322509454811,-1.767187,0.73833877,0.15146701380610467
10,-0.3232219423868208,-0.8497082354161505,-3.5979899497487438,0.9529889090158394,-1.8353283,0.5082558,0.14551149427890778
11,0.740878001587038,0.7270776544375019,-3.557788944723618,0.98356513723637,-1.802938,0.42752782,0.14570961475372315
12,-1.1821910010739303,0.5416257614330172,-3.5175879396984926,0.9984738782203788,-1.7154,0.61566186,0.13044219613075256
13,1.5124697455637817,-0.9992327632594289,-3.477386934673367,0.9974776464163388,-1.6261064,0.5254854,0.13014951705932618
14,-1.8904496272082953,0.33740854581936724,-3.4371859296482414,0.9805923110824042,-1.60618,0.4738728,0.10948650941252708
15,0.6818700407136089,0.8411654407218507,-3.3969849246231156,0.9480868435005093,-1.4964241,0.66125804,0.12247469216585159
16,-0.3307807905314921,-0.8619880770982347,-3.35678391959799,0.9004790324567514,-1.426737,0.5972408,0.11498156011104584
17,0.23475931378300663,0.6724530579526788,-3.3165829145728645,0.8385272362373773,-1.4190007,0.5333516,0.12217630922794342
