,xtr_0,ytr_0,xte_0,yte_0,modelte_0,epi_0,loss
0,-1.5829779952974259,0.9662141511492748,-4.0,4.898587196589413e-16,-0.2850219,0.091850325,47.75698516845703
1,-1.279675506557842,0.7698630357936138,-3.959798994974874,0.1259597050677177,-0.27521178,0.08546667,46.97487838745117
2,-1.9998856251826551,0.000359319078194409,-3.919597989949749,0.2499129623703082,-0.26503456,0.07872106,46.22541198730469
3,-1.6976674273681602,0.8133025202658843,-3.879396984924623,0.369885285416548,-0.25444108,0.07311359,45.68018783569336
4,-1.8532441091828868,0.4448862350367828,-3.8391959798994977,0.483965601142838,-0.24478084,0.0661481,45.007770690917965
5,-1.9076614052312022,0.2860387063779303,-3.798994974874372,0.5903366919365289,-0.23225173,0.061835658,44.55670944213867
6,-1.8137397886223292,0.5523275271250853,-3.758793969849246,0.6873041426091845,-0.22661714,0.05379809,44.00179992675781
7,-1.6544392729569521,0.8845885523454862,-3.7185929648241207,0.773323331215339,-0.2175443,0.047518764,43.39106567382812
8,-1.60323252576933,0.9478693757128499,-3.678391959798995,0.8470240337722996,-0.20811059,0.045863617,43.01829833984375
9,-1.461183265996643,0.9925737516365071,-3.6381909547738696,0.9072322509454811,-0.2005642,0.03938296,42.6381184387207
10,-1.5808054855967053,0.9679507489980838,-3.5979899497487438,0.9529889090158394,-0.18892363,0.0345929,42.055819549560546
11,-1.3147804996032404,0.8354285670633269,-3.557788944723618,0.98356513723637,-0.1808323,0.02849703,41.46772583007812
12,-1.7955477502684825,0.5990432330954866,-3.5175879396984926,0.9984738782203788,-0.1700315,0.02462798,41.121739807128904
13,-1.1218825636090546,0.3736170111812786,-3.477386934673367,0.9974776464163388,-0.16189322,0.020861965,40.72212341308594
14,-1.9726124068020738,0.08593454110720072,-3.4371859296482414,0.9805923110824042,-0.15230244,0.016612798,40.20713790893555
15,-1.3295324898215979,0.8599934562565188,-3.3969849246231156,0.9480868435005093,-0.14228082,0.014532339,39.73230895996094
16,-1.582695197632873,0.9664427555766607,-3.35678391959799,0.9004790324567514,-0.13733296,0.015712313,39.57153839111328
17,-1.4413101715542482,0.9830501940093126,-3.3165829145728645,0.8385272362373773,-0.12859954,0.01243424,39.07399032592773
18,-1.8596130614047661,0.4268788875939333,-3.2763819095477387,0.7632183025251686,-0.116069384,0.012168255,38.74052642822266
19,-1.8018985109151213,0.5829495673115249,-3.2361809045226133,0.6757518486236092,-0.102817565,0.010899652,38.28673477172852
20,-1.1992554313244632,0.5858912488544809,-3.1959798994974875,0.5775211524135879,-0.09267681,0.009778462,38.1599154663086
21,-1.0317384242806025,0.0995440657721476,-3.1557788944723617,0.4700909584360025,-0.07875842,0.0090810135,37.675852661132815
22,-1.6865758218407572,0.833079143316727,-3.115577889447236,0.3551725526334265,-0.07098354,0.0061441474,37.331324157714846
23,-1.307677384330686,0.8229572323396676,-3.0753768844221105,0.23459650279236882,-0.059791423,0.0054918416,37.036997680664065
24,-1.1236108477039617,0.3786478514509084,-3.035175879396985,0.11028349891127548,-0.063574135,0.08539173,36.697547912597656
25,-1.1053933364961526,0.32508625115620254,-2.9949748743718594,-0.015786242013636178,-0.041258693,0.078592464,36.247025146484376
26,-1.914955788630222,0.2640070187681999,-2.9547738693467336,-0.14160451942495228,-0.031750366,0.07181813,36.116763000488284
27,-1.9609452167671177,0.1223866145425433,-2.914572864321608,-0.265167138398679,-0.022595251,0.06593898,35.7694450378418
28,-1.830169580435431,0.5085827809366517,-2.8743718592964824,-0.3845058350320108,-0.004654621,0.058672223,35.513612823486326
29,-1.1218574965705868,0.3735439624638416,-2.834170854271357,-0.4977196294756828,-0.0019740313,0.051391613,35.31153213500976
30,-1.90165316616695,0.3040734659508064,-2.7939698492462313,-0.603005107179614,0.01424427,0.045604948,34.89583450317383
31,-1.5788923749949477,0.9694426632488619,-2.7537688442211055,-0.698685145993307,0.024097577,0.03668845,34.650732879638674
32,-1.042110469849498,0.1319083857322396,-2.7135678391959797,-0.7832356315188906,0.043040685,0.032768574,34.30420074462891
33,-1.466834715026983,0.994576941473116,-2.6733668341708543,-0.8553097351604119,0.05609059,0.025342073,34.15802947998047
34,-1.3081228860495266,0.8237515349181933,-2.633165829145729,-0.9137593681374366,0.05664402,0.022296127,33.75543197631836
35,-1.684484368993937,0.8366956278447218,-2.592964824120603,-0.9576534697159294,0.09199738,0.018962797,33.459117279052734
36,-1.3134990723184163,0.8332092701240986,-2.5527638190954773,-0.9862928383380029,0.0858077,0.0118431635,33.20723403930664
37,-1.1653743281026272,0.49647982446376226,-2.5125628140703515,-0.9992212694012756,0.09361938,0.006001897,33.30697830200195
38,-1.9817117226558083,0.057422713530703724,-2.472361809045226,-0.9962328222710067,0.11909732,0.0025825426,33.17436218261719
39,-1.2498556850550324,0.7067861213204565,-2.4321608040201004,-0.9773751007667071,0.14154269,0.006494511,32.68537979125976
40,-1.0111389110935054,0.03498677958688386,-2.391959798994975,-0.9429484948674373,0.12052386,0.036559183,32.68987274169922
41,-1.2518343456201606,0.7111699087697887,-2.351758793969849,-0.8935013957148741,0.13562389,0.0352203,32.41234390258789
42,-1.7195560079355947,0.7714015988233429,-2.3115577889447234,-0.8298214601357254,0.14633437,0.03844512,32.15826370239258
43,-1.2107206715485115,0.6146944368056666,-2.271356783919598,-0.7529230638333768,0.15420131,0.04583435,31.98772216796875
44,-1.896773993422358,0.3186397255140036,-2.2311557788944723,-0.6640311431104307,0.1718401,0.03497831,31.594721374511717
45,-1.5521064738240948,0.9866314873032482,-2.190954773869347,-0.5645616825119184,0.17043187,0.032867614,31.4397371673584
46,-1.0914044969069043,0.28322553519470134,-2.150753768844221,-0.4560991592070158,0.18624353,0.024391506,31.41394760131836
47,-1.7063858516263206,0.7970629892396291,-2.1105527638190953,-0.34037130340411215,0.1819813,0.036416728,31.111015701293944
48,-1.7122246614136514,0.785852154322267,-2.07035175879397,-0.21922157684769095,0.24169958,0.03263483,30.9090682220459
49,-1.8699714278817223,0.397230268485854,-2.030150753768844,-0.09457980779484401,0.23494108,0.053549428,30.676048507690428
50,-1.980633042129703,0.06080556052468847,-1.9899497487437188,0.031568549764810244,0.19399439,0.051730666,30.528457794189453
51,-1.321164467060109,0.8462824763767096,-1.949748743718593,0.15721404296725106,0.18668844,0.05879188,30.354499588012697
52,-1.788371883999941,0.6169405645288185,-1.9095477386934672,0.28035522921701517,0.33387864,0.06200419,30.14891403198242
53,-1.7344533406277738,0.7407858226266749,-1.8693467336683418,0.3990305577323406,0.35071015,0.058732454,29.980848388671873
54,-1.5084268407196617,0.9996495920465868,-1.829145728643216,0.5113496156423267,0.49276108,0.056520466,29.858092727661134
55,-1.9466374548829197,0.16685923237389166,-1.7889447236180902,0.6155232409081798,0.5453316,0.047798183,29.724080352783204
56,-1.4258823945079868,0.9730133229193327,-1.7487437185929648,0.7098920223913331,0.6491438,0.040797275,29.382002334594727
57,-1.85327142509419,0.44480937817492067,-1.708542713567839,0.7929527330827791,0.72680855,0.02359451,29.35438659667969
58,-1.4106944630967158,0.9609000802639347,-1.6683417085427137,0.8633822754312233,0.8061674,0.034549642,29.02116729736328
59,-1.3002416399790688,0.809462969214786,-1.6281407035175879,0.9200587573381745,0.85730016,0.013067417,28.977938385009764
60,-1.8976655711721742,0.315983503189854,-1.587939698492462,0.9620793630944631,0.8903296,0.021259148,28.942862701416015
61,-1.5859440121804318,0.9637706090192686,-1.5477386934673367,0.9887747345870026,0.9313423,0.012853973,28.97433448791504
62,-1.305599842272255,0.8192318385225349,-1.507537688442211,0.999719633693478,0.92984426,0.005509287,28.467271423339845
63,-1.5858207304730974,0.9638738424621597,-1.4673366834170856,0.994739716020657,0.97597617,0.013078809,28.47420570373535
64,-1.9500465410539127,0.15629005046059935,-1.4271356783919598,0.9739143080855377,0.9436285,0.010880474,28.227818450927735
65,-1.4641035940844884,0.9936479870559808,-1.386934673366834,0.9375751437008247,0.96213293,0.011654474,28.113344345092774
66,-1.336205354780211,0.8705014522029949,-1.3467336683417086,0.8863010796932088,0.9369442,0.012109891,28.051304168701172
67,-1.4851108879416914,0.9989062245765975,-1.3065326633165828,0.8209088751292625,0.8525356,0.006201826,27.756970443725585
68,-1.0554052440091866,0.17318311472069844,-1.2663316582914574,0.7424401809292835,0.7589841,0.0053778663,27.636865921020508
69,-1.413444959498007,0.9632568134331709,-1.2261306532663316,0.6521449471151866,0.6582497,0.009853378,27.584845962524415
70,-1.0965980847121166,0.29883518797374276,-1.1859296482412058,0.551461512003107,0.5558714,0.002287764,27.44114974975586
71,-1.8625252958537626,0.418587566741932,-1.1457286432160805,0.4419936905055793,0.45852166,0.007693853,27.59068016052246
72,-1.8607236527492415,0.4237211391556388,-1.1055276381909547,0.3254852265102114,0.33575267,0.009238064,27.072008743286133
73,-1.1926087112904762,0.5688427711823256,-1.0653266331658293,0.20379201629015253,0.22781932,0.0068826377,26.885611953735353
74,-1.6023231630144665,0.9487758669383869,-1.0251256281407035,0.07885254540747635,0.15902466,0.007099591,26.989385299682617
