,xtr_0,ytr_0,xte_0,yte_0,modelte_0,epi_0,loss
0,-1.5829779952974259,0.9662141511492748,-4.0,4.898587196589413e-16,-0.6083243,0.14048797,0.28806091606616974
1,-1.279675506557842,0.7698630357936138,-3.959798994974874,0.1259597050677177,-0.610781,0.08700366,0.1702666637301445
2,-1.9998856251826551,0.000359319078194409,-3.919597989949749,0.2499129623703082,-0.5551322,0.21001567,0.1492537647485733
3,-1.6976674273681602,0.8133025202658843,-3.879396984924623,0.369885285416548,-0.5431212,0.2180089,0.16895907253026962
4,-1.8532441091828868,0.4448862350367828,-3.8391959798994977,0.483965601142838,-0.54493046,0.1708531,0.12953068494796752
5,-1.9076614052312022,0.2860387063779303,-3.798994974874372,0.5903366919365289,-0.538077,0.16725263,0.1283479917049408
6,-1.8137397886223292,0.5523275271250853,-3.758793969849246,0.6873041426091845,-0.5139737,0.17672786,0.13543007344007493
7,-1.6544392729569521,0.8845885523454862,-3.7185929648241207,0.773323331215339,-0.5203028,0.14373979,0.17152114868164062
8,-1.60323252576933,0.9478693757128499,-3.678391959798995,0.8470240337722996,-0.49026212,0.17211339,0.13447817862033845
9,-1.461183265996643,0.9925737516365071,-3.6381909547738696,0.9072322509454811,-0.4849659,0.15025458,0.12781768143177033
10,-1.5808054855967053,0.9679507489980838,-3.5979899497487438,0.9529889090158394,-0.50255865,0.0904686,0.13911704182624818
11,-1.3147804996032404,0.8354285670633269,-3.557788944723618,0.98356513723637,-0.48065403,0.07606664,0.11878937870264053
12,-1.7955477502684825,0.5990432330954866,-3.5175879396984926,0.9984738782203788,-0.45567366,0.12513061,0.12421671211719514
13,-1.1218825636090546,0.3736170111812786,-3.477386934673367,0.9974776464163388,-0.45824805,0.09235069,0.1403982526063919
14,-1.9726124068020738,0.08593454110720072,-3.4371859296482414,0.9805923110824042,-0.45154122,0.05969986,0.13076357156038285
15,-1.3295324898215979,0.8599934562565188,-3.3969849246231156,0.9480868435005093,-0.41058427,0.16038433,0.13460973381996155
16,-1.582695197632873,0.9664427555766607,-3.35678391959799,0.9004790324567514,-0.40441287,0.1259098,0.12110851764678955
17,-1.4413101715542482,0.9830501940093126,-3.3165829145728645,0.8385272362373773,-0.39952704,0.12216127,0.10934493482112885
18,-1.8596130614047661,0.4268788875939333,-3.2763819095477387,0.7632183025251686,-0.39283073,0.04223747,0.12910552442073822
19,-1.8018985109151213,0.5829495673115249,-3.2361809045226133,0.6757518486236092,-0.36723098,0.11791013,0.11769670248031616
20,-1.1992554313244632,0.5858912488544809,-3.1959798994974875,0.5775211524135879,-0.33957648,0.1470466,0.12453141272068023
21,-1.0317384242806025,0.0995440657721476,-3.1557788944723617,0.4700909584360025,-0.34998825,0.099788934,0.11799996495246887
