,xtr_0,xtr_1,ytr_0,xte_0,xte_1,yte_0,modelte_0,epi_0,loss,x_epi_0,x_epi_1,y_epi_0
10,0.05263157894736836,-1.0,1.9884978850912138,-0.6666666666666667,-2.0,3.9428296111302017,1.5929474,0.99999994,0.1414545608891381,4.440892e-17,-4.718448e-17,1.0
11,0.1578947368421053,-1.0,1.899311456441779,-0.5333333333333334,-2.0,4.171477235015246,1.6808808,0.99999994,0.1349079745925135,4.440892e-17,-4.718448e-17,1.0
12,0.26315789473684204,-1.0,1.7354227906870294,-0.3999999999999999,-2.0,4.45464871350764,1.8779597,0.99999994,0.12953829997115665,4.440892e-17,-4.718448e-17,1.0
13,0.36842105263157876,-1.0,1.5229999367669733,-0.2666666666666666,-2.0,4.728953426250477,2.0465672,0.99999994,0.12825926558838951,4.440892e-17,-0.046231795,1.0
14,0.4736842105263157,-1.0,1.2948836562870316,-0.1333333333333333,-2.0,4.927554705184821,2.0770595,0.99999994,0.1246217117127445,4.440892e-17,-4.718448e-17,1.0
15,0.5789473684210527,-1.0,1.084413993862463,0.0,-2.0,4.0,1.9742651,0.99999994,0.11185830897755093,4.440892e-17,-4.718448e-17,1.0
16,0.6842105263157894,-1.0,0.9193708349812388,0.1333333333333333,-2.0,4.92755470402439,1.8886244,0.99999994,0.12097060862514708,4.440892e-17,-4.718448e-17,1.0
17,0.7894736842105261,-1.0,0.8172534098255118,0.2666666666666666,-2.0,4.728953425794493,1.7584686,0.99999994,0.11482890397310257,4.440892e-17,-4.718448e-17,1.0
18,0.894736842105263,-1.0,0.7828087558734692,0.3999999999999999,-2.0,4.454648713318042,1.5640914,0.99999994,0.10604743129677242,-1.2061117,-0.97672236,1.0
19,1.0,-1.0,0.808215145083368,0.5333333333333332,-2.0,4.171477234961613,1.4527028,0.99999994,0.11690485444333819,4.440892e-17,-4.718448e-17,1.0
20,1.0,-1.0,0.808215145083368,0.6666666666666665,-2.0,3.942829611144507,1.613192,0.99999994,0.7956343650817871,4.440892e-17,-4.718448e-17,1.0
21,1.0,-0.8947368421052632,0.6087691617038666,0.7999999999999998,-2.0,3.8107993761927434,1.6233131,0.99999994,0.0736853301525116,4.440892e-17,-4.718448e-17,1.0
22,1.0,-0.7894736842105263,0.4314838431443099,0.9333333333333331,-2.0,3.7859382320695727,1.5675504,0.99999994,0.034889239072799685,4.440892e-17,-1.3664523,1.0
23,1.0,-0.6842105263157895,0.27635918940469767,1.0666666666666664,-2.0,3.847500739093003,1.5172105,0.99999994,0.03876693435013294,4.440892e-17,-4.718448e-17,1.0
24,1.0,-0.5789473684210527,0.14339520048503007,1.2000000000000002,-2.0,3.953430750303416,1.4732219,0.99999994,0.01538124606013298,4.440892e-17,-4.718448e-17,1.0
25,1.0,-0.4736842105263158,0.032591876385307084,1.3333333333333335,-2.0,4.0561226845821725,1.4378462,0.99999994,0.02064839266240597,4.440892e-17,-4.718448e-17,1.0
26,1.0,-0.368421052631579,-0.056050782894471296,1.4666666666666668,-2.0,4.118295027668565,1.4037784,0.99999994,0.06929004043340684,4.440892e-17,-4.718448e-17,1.0
27,1.0,-0.26315789473684215,-0.12253277735430511,1.6,-2.0,4.123669780821476,1.3686442,0.99999994,0.0455172136425972,-0.414713,-1.0355752,1.0
28,1.0,-0.1578947368421053,-0.1668541069941943,1.7333333333333334,-2.0,4.079332832509228,1.3333101,0.99999994,0.03259650897234678,4.440892e-17,-4.718448e-17,1.0
29,1.0,-0.052631578947368474,-0.18901477181413892,1.8666666666666667,-2.0,4.009783989523286,1.2686249,0.99999994,0.002954992838203907,4.440892e-17,-4.718448e-17,1.0
30,1.0,0.05263157894736836,-0.18901477181413892,2.0,-2.0,3.9455978889133316,1.1876599,0.99999994,0.005073093995451927,4.440892e-17,-4.718448e-17,1.0
31,1.0,0.1578947368421053,-0.1668541069941943,-2.0,-1.8666666666666667,3.430042333353239,-0.099810794,0.99999994,0.09978850930929184,4.440892e-17,-0.8859038,1.0
32,1.0,0.26315789473684204,-0.12253277735430516,-1.8666666666666667,-1.8666666666666667,3.494228433968605,0.18444,0.99999994,0.059107524901628496,4.440892e-17,-4.718448e-17,1.0
33,1.0,0.36842105263157876,-0.05605078289447146,-1.7333333333333334,-1.8666666666666667,3.5637772769613076,0.4812821,0.99999994,0.03602030500769615,4.440892e-17,-4.718448e-17,1.0
34,1.0,0.4736842105263157,0.03259187638530697,-1.6,-1.8666666666666667,3.608114225278814,0.7484695,0.99999994,0.01390364784747362,4.440892e-17,-4.718448e-17,1.0
35,1.0,0.5789473684210527,0.14339520048503007,-1.4666666666666668,-1.8666666666666667,3.6027394721264634,1.0156572,0.99999994,0.009287026524543763,4.440892e-17,-4.718448e-17,1.0
36,1.0,0.6842105263157894,0.2763591894046975,-1.3333333333333335,-1.8666666666666667,3.5405671290336382,1.2828448,0.99999994,0.06315367221832276,-1.2698174,-0.45713025,1.0
37,1.0,0.7894736842105261,0.43148384314430954,-1.2,-1.8666666666666667,3.437875194741387,1.4667237,0.99999994,0.03672869112342596,4.440892e-17,-4.718448e-17,1.0
38,1.0,0.894736842105263,0.6087691617038664,-1.0666666666666667,-1.8666666666666667,3.331945183513599,1.5647393,0.99999994,0.014463979005813598,4.440892e-17,-4.718448e-17,1.0
39,1.0,1.0,0.808215145083368,-0.9333333333333333,-1.8666666666666667,3.2703826764757595,1.5502914,0.99999994,0.05293747186660767,4.440892e-17,-4.718448e-17,1.0
40,1.0,1.0,0.808215145083368,-0.8,-1.8666666666666667,3.2952438205977375,1.4930186,0.99999994,0.11485170250137647,4.440892e-17,-0.22925839,1.0
41,0.8947368421052632,1.0,0.7828087558734692,-0.6666666666666667,-1.8666666666666667,3.4272740555746464,1.502497,0.99999994,0.1103069629934099,4.440892e-17,-4.718448e-17,1.0
42,0.7894736842105263,1.0,0.8172534098255115,-0.5333333333333334,-1.8666666666666667,3.65592167945969,1.5920336,0.99999994,0.09586189116040865,4.440892e-17,-4.718448e-17,1.0
43,0.6842105263157895,1.0,0.9193708349812388,-0.3999999999999999,-1.8666666666666667,3.939093157952085,1.7858247,0.99999994,0.10366340726613998,4.440892e-17,-4.718448e-17,1.0
44,0.5789473684210527,1.0,1.084413993862463,-0.2666666666666666,-1.8666666666666667,4.213397870694921,2.0024714,0.99999994,0.10195150773765313,4.440892e-17,-4.718448e-17,1.0
45,0.4736842105263158,1.0,1.2948836562870314,-0.1333333333333333,-1.8666666666666667,4.411999149629266,2.0133514,0.99999994,0.0939848177962833,0.024309132,-0.4808623,1.0
46,0.368421052631579,1.0,1.5229999367669729,0.0,-1.8666666666666667,3.4844444444444447,1.8961103,0.99999994,0.09026125160873764,4.440892e-17,-4.718448e-17,1.0
47,0.26315789473684215,1.0,1.7354227906870292,0.1333333333333333,-1.8666666666666667,4.411999148468834,1.8176548,0.99999994,0.09069633301761415,4.440892e-17,-4.718448e-17,1.0
48,0.1578947368421053,1.0,1.899311456441779,0.2666666666666666,-1.8666666666666667,4.213397870238937,1.6912949,0.99999994,0.08817084953188896,4.440892e-17,-4.718448e-17,1.0
49,0.052631578947368474,1.0,1.988497885091214,0.3999999999999999,-1.8666666666666667,3.9390931577624864,1.505614,0.99999994,0.08604749342840579,4.440892e-17,-1.5107516,1.0
50,-0.05263157894736836,1.0,1.9884978882241269,0.5333333333333332,-1.8666666666666667,3.6559216794060583,1.3894567,0.99999994,0.08380726724863052,4.440892e-17,-4.718448e-17,1.0
51,-0.1578947368421053,1.0,1.8993114573918617,0.6666666666666665,-1.8666666666666667,3.427274055588952,1.4983484,0.99999994,0.08596936485005749,4.440892e-17,-4.718448e-17,1.0
52,-0.26315789473684204,1.0,1.7354227911531943,0.7999999999999998,-1.8666666666666667,3.295243820637188,1.474308,0.99999994,0.09060895550582145,4.440892e-17,-4.718448e-17,1.0
53,-0.36842105263157876,1.0,1.5229999370037701,0.9333333333333331,-1.8666666666666667,3.2703826765140174,1.4185455,0.99999994,0.07790375451246898,4.440892e-17,-4.718448e-17,1.0
54,-0.4736842105263157,1.0,1.2948836563908754,1.0666666666666664,-1.8666666666666667,3.3319451835374476,1.3646531,0.99999994,0.08273810938828521,-0.13182367,-1.4980763,1.0
55,-0.5789473684210527,1.0,1.084413993886785,1.2000000000000002,-1.8666666666666667,3.4378751947478605,1.3239753,0.99999994,0.07931200563907623,4.440892e-17,-4.718448e-17,1.0
56,-0.6842105263157894,1.0,0.9193708349615817,1.3333333333333335,-1.8666666666666667,3.540567129026617,1.2898244,0.99999994,0.0800926197734144,4.440892e-17,-4.718448e-17,1.0
57,-0.7894736842105261,1.0,0.817253409786899,1.4666666666666668,-1.8666666666666667,3.6027394721130093,1.2558061,0.99999994,0.08198085402448972,4.440892e-17,-4.718448e-17,1.0
58,-0.894736842105263,1.0,0.7828087558329775,1.6,-1.8666666666666667,3.6081142252659206,1.2206721,0.99999994,0.07645686854504877,4.440892e-17,-0.31337735,1.0
59,-1.0,1.0,0.8082151450513766,1.7333333333333334,-1.8666666666666667,3.563777276953673,1.1593401,0.99999994,0.08435269354118241,4.440892e-17,-4.718448e-17,1.0
60,-1.0,1.0,0.8082151450513766,1.8666666666666667,-1.8666666666666667,3.4942284339677308,1.0799419,0.99999994,0.18953374028205872,4.440892e-17,-4.718448e-17,1.0
61,-1.0,0.8947368421052632,0.6087691616718752,2.0,-1.8666666666666667,3.4300423333577763,0.99085104,0.99999994,0.0604309119284153,4.440892e-17,-4.718448e-17,1.0
62,-1.0,0.7894736842105263,0.43148384311231847,-2.0,-1.7333333333333334,2.950042333353239,-0.2708707,0.99999994,0.05691834092140198,4.440892e-17,-4.718448e-17,1.0
63,-1.0,0.6842105263157895,0.2763591893727063,-1.8666666666666667,-1.7333333333333334,3.014228433968605,-0.012643557,0.99999994,0.06864651069045066,0.52943456,-1.2007158,1.0
64,-1.0,0.5789473684210527,0.1433952004530387,-1.7333333333333334,-1.7333333333333334,3.0837772769613077,0.27772492,0.99999994,0.019000222347676753,4.440892e-17,-4.718448e-17,1.0
65,-1.0,0.4736842105263158,0.0325918763533157,-1.6,-1.7333333333333334,3.128114225278814,0.5702614,0.99999994,0.01511414460837841,4.440892e-17,-4.718448e-17,1.0
66,-1.0,0.368421052631579,-0.05605078292646268,-1.4666666666666668,-1.7333333333333334,3.1227394721264634,0.8374493,0.99999994,0.05668888539075852,4.440892e-17,-4.718448e-17,1.0
67,-1.0,0.26315789473684215,-0.12253277738629649,-1.3333333333333335,-1.7333333333333334,3.0605671290336383,1.1046367,0.99999994,0.033350056409835814,4.440892e-17,-1.6696366,1.0
68,-1.0,0.1578947368421053,-0.1668541070261857,-1.2,-1.7333333333333334,2.957875194741387,1.3409743,0.99999994,0.022592719085514544,4.440892e-17,-4.718448e-17,1.0
69,-1.0,0.052631578947368474,-0.1890147718461303,-1.0666666666666667,-1.7333333333333334,2.851945183513599,1.451623,0.9999998,0.006791998073458672,4.440892e-17,-4.718448e-17,1.0
70,-1.0,-0.05263157894736836,-0.1890147718461303,-0.9333333333333333,-1.7333333333333334,2.7903826764757595,1.4627401,0.9999998,0.013480381295084953,4.440892e-17,-4.718448e-17,1.0
71,-1.0,-0.1578947368421053,-0.1668541070261857,-0.8,-1.7333333333333334,2.8152438205977375,1.4069277,0.99999994,0.06966408491134643,4.440892e-17,-4.718448e-17,1.0
72,-1.0,-0.26315789473684204,-0.12253277738629655,-0.6666666666666667,-1.7333333333333334,2.9472740555746464,1.4120467,0.99999994,0.024166787788271905,-1.2545311,-0.38617742,1.0
73,-1.0,-0.36842105263157876,-0.056050782926462844,-0.5333333333333334,-1.7333333333333334,3.17592167945969,1.507074,0.99999994,0.025653958320617676,4.440892e-17,-4.718448e-17,1.0
74,-1.0,-0.4736842105263157,0.03259187635331559,-0.3999999999999999,-1.7333333333333334,3.459093157952085,1.6937388,0.99999994,0.00755661353468895,4.440892e-17,-4.718448e-17,1.0
75,-1.0,-0.5789473684210527,0.1433952004530387,-0.2666666666666666,-1.7333333333333334,3.7333978706949216,1.9557159,0.99999994,0.010042488388717175,4.440892e-17,-4.718448e-17,1.0
76,-1.0,-0.6842105263157894,0.2763591893727061,-0.1333333333333333,-1.7333333333333334,3.931999149629266,1.9478381,0.99999994,0.046826452016830444,4.440892e-17,-1.4857352,1.0
77,-1.0,-0.7894736842105261,0.43148384311231813,0.0,-1.7333333333333334,3.0044444444444447,1.8312389,0.99999994,0.028673718869686126,4.440892e-17,-4.718448e-17,1.0
78,-1.0,-0.894736842105263,0.608769161671875,0.1333333333333333,-1.7333333333333334,3.931999148468834,1.7564601,0.99999994,0.016949867829680443,4.440892e-17,-4.718448e-17,1.0
79,-1.0,-1.0,0.8082151450513766,0.2666666666666666,-1.7333333333333334,3.733397870238937,1.6251543,0.99999994,0.022992738336324692,4.440892e-17,-4.718448e-17,1.0
80,,,,0.3999999999999999,-1.7333333333333334,3.4590931577624864,1.4439147,0.99999994,0.09258831948455837,4.440892e-17,-4.718448e-17,1.0
81,,,,0.5333333333333332,-1.7333333333333334,3.1759216794060583,1.3262103,0.99999994,0.07923539487851991,0.2392478,-1.7051553,1.0
82,,,,0.6666666666666665,-1.7333333333333334,2.947274055588952,1.3835051,0.99999994,0.07415609030932602,4.440892e-17,-4.718448e-17,1.0
83,,,,0.7999999999999998,-1.7333333333333334,2.815243820637188,1.3253032,0.99999994,0.07650536932051182,4.440892e-17,-4.718448e-17,1.0
84,,,,0.9333333333333331,-1.7333333333333334,2.7903826765140174,1.2695404,0.99999994,0.08567002571435296,4.440892e-17,-4.718448e-17,1.0
85,,,,1.0666666666666664,-1.7333333333333334,2.8519451835374476,1.2120953,0.99999994,0.06843126316865285,4.440892e-17,-1.746741,1.0
86,,,,1.2000000000000002,-1.7333333333333334,2.9578751947478605,1.1761249,0.99999994,0.07448537651677421,4.440892e-17,-4.718448e-17,1.0
87,,,,1.3333333333333335,-1.7333333333333334,3.060567129026617,1.1419128,0.99999994,0.07436570456872384,4.440892e-17,-4.718448e-17,1.0
88,,,,1.4666666666666668,-1.7333333333333334,3.1227394721130093,1.1043649,0.99999994,0.06648789381401407,4.440892e-17,-4.718448e-17,1.0
89,,,,1.6,-1.7333333333333334,3.1281142252659206,1.0445507,0.99999994,0.06366325594070885,4.440892e-17,-4.718448e-17,1.0
90,,,,1.7333333333333334,-1.7333333333333334,3.083777276953673,0.9640904,0.99999994,0.06643554373747773,0.17653504,0.009499418,1.0
91,,,,1.8666666666666667,-1.7333333333333334,3.0142284339677308,0.8749685,0.99999994,0.07381815168385704,4.440892e-17,-4.718448e-17,1.0
92,,,,2.0,-1.7333333333333334,2.9500423333577763,0.785846,0.99999994,0.07123516181276904,4.440892e-17,-4.718448e-17,1.0
93,,,,-2.0,-1.6,2.505597888908795,-0.43153787,0.99999994,0.06136748223668999,4.440892e-17,-4.718448e-17,1.0
94,,,,-1.8666666666666667,-1.6,2.569783989524161,-0.17398722,0.99999994,0.06755051088208953,4.440892e-17,0.7093666,1.0
95,,,,-1.7333333333333334,-1.6,2.6393328325168635,0.08356346,0.99999994,0.06087462902069092,4.440892e-17,-4.718448e-17,1.0
96,,,,-1.6,-1.6,2.6836697808343697,0.3710101,0.99999994,0.06252554708884822,4.440892e-17,-4.718448e-17,1.0
97,,,,-1.4666666666666668,-1.6,2.678295027682019,0.6592411,0.99999994,0.0710093880072236,4.440892e-17,-4.718448e-17,1.0
98,,,,-1.3333333333333335,-1.6,2.616122684589194,0.92642856,0.99999994,0.06116187534838294,4.440892e-17,-4.718448e-17,1.0
99,,,,-1.2,-1.6,2.513430750296943,1.1884171,0.9999985,0.07181113306432962,-0.29190868,-0.5386229,1.0
100,,,,-1.0666666666666667,-1.6,2.407500739069155,1.3314682,0.9999847,0.13997557163238525,4.440892e-17,-4.718448e-17,1.0
101,,,,-0.9333333333333333,-1.6,2.3459382320313154,1.3437835,0.99996644,0.0694115549325943,4.440892e-17,-4.718448e-17,1.0
102,,,,-0.8,-1.6,2.3707993761532933,1.3208371,0.9999754,0.05033876448869705,4.440892e-17,-4.718448e-17,1.0
103,,,,-0.6666666666666667,-1.6,2.502829611130202,1.3231834,0.9999934,0.05234249010682106,4.440892e-17,-1.2190648,1.0
104,,,,-0.5333333333333334,-1.6,2.731477235015246,1.4221147,0.9999985,0.015865174867212773,4.440892e-17,-4.718448e-17,1.0
105,,,,-0.3999999999999999,-1.6,3.0146487135076407,1.6241802,0.9999996,0.014118652790784836,4.440892e-17,-4.718448e-17,1.0
106,,,,-0.2666666666666666,-1.6,3.2889534262504774,1.9269203,0.99999994,0.054097780585289,4.440892e-17,-4.718448e-17,1.0
107,,,,-0.1333333333333333,-1.6,3.487554705184822,1.9229046,0.99999994,0.016730497777462005,4.440892e-17,-4.718448e-17,1.0
108,,,,0.0,-1.6,2.5600000000000005,1.806305,0.99999994,0.01992828454822302,-1.0011039,0.28908244,1.0
109,,,,0.1333333333333333,-1.6,3.48755470402439,1.7385727,0.99999994,0.009094504360109567,4.440892e-17,-4.718448e-17,1.0
110,,,,0.2666666666666666,-1.6,3.2889534257944932,1.6134648,0.99999994,0.010477562621235847,4.440892e-17,-4.718448e-17,1.0
111,,,,0.3999999999999999,-1.6,3.014648713318042,1.420154,0.99999994,0.056845773756504056,4.440892e-17,-4.718448e-17,1.0
112,,,,0.5333333333333332,-1.6,2.731477234961614,1.3003589,0.99999994,0.021323639154434203,4.440892e-17,-1.9895365,1.0
113,,,,0.6666666666666665,-1.6,2.5028296111445076,1.2863897,0.99999994,0.014657054096460342,4.440892e-17,-4.718448e-17,1.0
114,,,,0.7999999999999998,-1.6,2.370799376192744,1.1847771,0.9999998,0.006676263362169266,4.440892e-17,-4.718448e-17,1.0
115,,,,0.9333333333333331,-1.6,2.345938232069573,1.1196034,0.9999997,0.019520981609821318,4.440892e-17,-4.718448e-17,1.0
116,,,,1.0666666666666664,-1.6,2.4075007390930034,1.058367,0.99999934,0.04922680258750915,4.440892e-17,-4.718448e-17,1.0
117,,,,1.2000000000000002,-1.6,2.5134307503034163,1.0211643,0.9999984,0.015248397085815667,-1.0407459,-0.45826703,1.0
118,,,,1.3333333333333335,-1.6,2.616122684582173,0.97779965,0.9999961,0.0033667529933154583,4.440892e-17,-4.718448e-17,1.0
119,,,,1.4666666666666668,-1.6,2.678295027668565,0.92665666,0.9999923,0.007162111811339855,4.440892e-17,-4.718448e-17,1.0
120,,,,1.6,-1.6,2.6836697808214764,0.848208,0.99999386,0.07181079734323753,4.440892e-17,-4.718448e-17,1.0
121,,,,1.7333333333333334,-1.6,2.6393328325092287,0.75908554,0.99999624,0.06460413754814201,4.440892e-17,-1.8598931,1.0
122,,,,1.8666666666666667,-1.6,2.5697839895232866,0.6699631,0.9999977,0.06504594986197643,4.440892e-17,-4.718448e-17,1.0
123,,,,2.0,-1.6,2.505597888913332,0.58084095,0.9999986,0.06340943839297526,4.440892e-17,-4.718448e-17,1.0
124,,,,-2.0,-1.4666666666666668,2.096709000019906,-0.5827395,0.99999994,0.06288448754260874,4.440892e-17,-4.718448e-17,1.0
125,,,,-1.8666666666666667,-1.4666666666666668,2.160895100635272,-0.33346125,0.99999994,0.0664316363632679,4.440892e-17,-4.718448e-17,1.0
126,,,,-1.7333333333333334,-1.4666666666666668,2.2304439436279746,-0.07710333,0.99999994,0.06567433505418498,0.08748032,-1.1211952,1.0
127,,,,-1.6,-1.4666666666666668,2.274780891945481,0.18157932,0.99999994,0.056110811719877855,4.440892e-17,-4.718448e-17,1.0
128,,,,-1.4666666666666668,-1.4666666666666668,2.2694061387931304,0.47046122,0.99999994,0.05975854131910536,4.440892e-17,-4.718448e-17,1.0
129,,,,-1.3333333333333335,-1.4666666666666668,2.207233795700305,0.74918103,0.9999984,0.055176327274077466,4.440892e-17,-4.718448e-17,1.0
130,,,,-1.2,-1.4666666666666668,2.104541861408054,1.019178,0.9999053,0.06041250617967712,4.440892e-17,-0.7036926,1.0
131,,,,-1.0666666666666667,-1.4666666666666668,1.998611850180266,1.2087531,0.99805826,0.0636920211215814,4.440892e-17,-4.718448e-17,1.0
132,,,,-0.9333333333333333,-1.4666666666666668,1.9370493431424267,1.2190222,0.99542326,0.06203275084909465,4.440892e-17,-4.718448e-17,1.0
133,,,,-0.8,-1.4666666666666668,1.9619104872644044,1.2042432,0.9939449,0.05284342231849829,4.440892e-17,-4.718448e-17,1.0
134,,,,-0.6666666666666667,-1.4666666666666668,2.0939407222413133,1.2382238,0.99580675,0.05825158023378915,4.440892e-17,-4.718448e-17,1.0
135,,,,-0.5333333333333334,-1.4666666666666668,2.322588346126357,1.3561167,0.9991747,0.05533136655059126,1.2766342,0.8100834,1.0
136,,,,-0.3999999999999999,-1.4666666666666668,2.605759824618752,1.579304,0.99981743,0.051468286042412124,4.440892e-17,-4.718448e-17,1.0
137,,,,-0.2666666666666666,-1.4666666666666668,2.8800645373615885,1.8844547,0.999968,0.06701901191069434,4.440892e-17,-4.718448e-17,1.0
138,,,,-0.1333333333333333,-1.4666666666666668,3.078665816295933,1.897108,0.99999875,0.05779171846612977,4.440892e-17,-4.718448e-17,1.0
139,,,,0.0,-1.4666666666666668,2.1511111111111116,1.7813715,0.99999994,0.06015183296468523,4.440892e-17,-0.36303252,1.0
140,,,,0.1333333333333333,-1.4666666666666668,3.0786658151355013,1.7206857,0.99999994,0.14195551574230195,4.440892e-17,-4.718448e-17,1.0
141,,,,0.2666666666666666,-1.4666666666666668,2.8800645369056044,1.6017758,0.99999994,0.11084407530725002,4.440892e-17,-4.718448e-17,1.0
142,,,,0.3999999999999999,-1.4666666666666668,2.6057598244291533,1.4084648,0.9999992,0.016320354491472244,4.440892e-17,-4.718448e-17,1.0
143,,,,0.5333333333333332,-1.4666666666666668,2.3225883460727252,1.2517718,0.99999255,0.016785099683329464,4.440892e-17,-4.718448e-17,1.0
144,,,,0.6666666666666665,-1.4666666666666668,2.093940722255619,1.1967759,0.9999774,0.010385093744844198,0.81689763,2.4399984,1.0
145,,,,0.7999999999999998,-1.4666666666666668,1.9619104873038549,1.0929868,0.99991745,0.012261705286800862,4.440892e-17,-4.718448e-17,1.0
146,,,,0.9333333333333331,-1.4666666666666668,1.9370493431806846,1.01448,0.9997118,0.02909378260374069,4.440892e-17,-4.718448e-17,1.0
147,,,,1.0666666666666664,-1.4666666666666668,1.9986118502041144,0.93139476,0.9992623,0.01828320436179638,4.440892e-17,-4.718448e-17,1.0
148,,,,1.2000000000000002,-1.4666666666666668,2.1045418614145275,0.86236113,0.997862,0.01084214448928833,4.440892e-17,0.55235165,1.0
149,,,,1.3333333333333335,-1.4666666666666668,2.207233795693284,0.8051413,0.9946122,0.011162661761045457,4.440892e-17,-4.718448e-17,1.0
150,,,,1.4666666666666668,-1.4666666666666668,2.2694061387796762,0.7309293,0.9951078,0.02750934809446335,4.440892e-17,-4.718448e-17,1.0
151,,,,1.6,-1.4666666666666668,2.2747808919325876,0.64321065,0.9969217,0.03916732184588909,4.440892e-17,-4.718448e-17,1.0
152,,,,1.7333333333333334,-1.4666666666666668,2.23044394362034,0.55408067,0.99813783,0.020218729227781295,4.440892e-17,-4.718448e-17,1.0
153,,,,1.8666666666666667,-1.4666666666666668,2.1608951006343977,0.4662096,0.99898833,0.007493109442293644,0.54124945,1.2529441,1.0
154,,,,2.0,-1.4666666666666668,2.0967090000244433,0.4026171,0.99969393,0.0051075475290417675,4.440892e-17,-4.718448e-17,1.0
155,,,,-2.0,-1.3333333333333335,1.7233756666865725,-0.733601,0.99999994,0.027967526763677596,4.440892e-17,-4.718448e-17,1.0
156,,,,-1.8666666666666667,-1.3333333333333335,1.7875617673019384,-0.48674795,0.99999994,0.03141020499169826,4.440892e-17,-4.718448e-17,1.0
157,,,,-1.7333333333333334,-1.3333333333333335,1.8571106102946409,-0.23989536,0.99999994,0.009087829850614071,4.440892e-17,-0.5238361,1.0
158,,,,-1.6,-1.3333333333333335,1.9014475586121475,0.0069574746,0.99999994,0.0039024500176310538,4.440892e-17,-4.718448e-17,1.0
159,,,,-1.4666666666666668,-1.3333333333333335,1.8960728054597968,0.26968512,0.9999996,0.0066072259098291395,4.440892e-17,-4.718448e-17,1.0
160,,,,-1.3333333333333335,-1.3333333333333335,1.833900462366972,0.563769,0.9999408,0.0583010105519659,4.440892e-17,-4.718448e-17,1.0
161,,,,-1.2,-1.3333333333333335,1.7312085280747205,0.83731824,0.9949074,0.0608928589667711,4.440892e-17,-4.718448e-17,1.0
162,,,,-1.0666666666666667,-1.3333333333333335,1.6252785168469326,1.073049,0.8134086,0.055981453634902006,0.5214656,1.376342,1.0
163,,,,-0.9333333333333333,-1.3333333333333335,1.5637160098090932,1.094261,0.6132433,0.04893586599759551,4.440892e-17,-4.718448e-17,1.0
164,,,,-0.8,-1.3333333333333335,1.588577153931071,1.0807872,0.53738433,0.06755340206084132,4.440892e-17,-4.718448e-17,1.0
165,,,,-0.6666666666666667,-1.3333333333333335,1.72060738890798,1.1429393,0.65826654,0.06271788954941762,4.440892e-17,-4.718448e-17,1.0
166,,,,-0.5333333333333334,-1.3333333333333335,1.9492550127930235,1.3147559,0.81825864,0.06038070803301202,4.440892e-17,-2.868057,1.0
167,,,,-0.3999999999999999,-1.3333333333333335,2.2324264912854184,1.534428,0.9212244,0.05626000430331462,4.440892e-17,-4.718448e-17,1.0
168,,,,-0.2666666666666666,-1.3333333333333335,2.506731204028255,1.8290952,0.98289776,0.060720417162196505,4.440892e-17,-4.718448e-17,1.0
169,,,,-0.1333333333333333,-1.3333333333333335,2.7053324829625995,1.860133,0.9988271,0.05370809140925606,4.440892e-17,-4.718448e-17,1.0
170,,,,0.0,-1.3333333333333335,1.7777777777777781,1.7567028,0.99998444,0.057076913992770845,4.440892e-17,-4.718448e-17,1.0
171,,,,0.1333333333333333,-1.3333333333333335,2.7053324818021673,1.7032082,0.99998623,0.05620472985319793,1.33686,0.37202173,1.0
